,Wine Id,Title,Year,Winery,Variety,Colour,Description,Country,Province,Price,Points
111269,111269,Glaetzer 2010 Anaperenna Shiraz-Cabernet Sauvignon (Barossa Valley),Glaetzer 2010 Anaperenna Shiraz-Cabernet Sauvignon (Barossa Valley),Glaetzer,Shiraz-Cabernet Sauvignon,Red,"These blends are traditional in Australia—they're just rarely this good. The 26% Cabernet gives great backbone and a sense of restraint to the wine, which might otherwise seem overdone or sloppy. Instead, there's a blend of blueberry and cassis fruit, Port-like spices and a long, dusty finish. Drink 2015–2025, possibly beyond.",Australia,South Australia,80,95
111381,111381,Cedarville Vineyard 2010 Turnabout's Red (Fair Play),Cedarville Vineyard 2010 Turnabout's Red (Fair Play),Cedarville Vineyard,Grenache Blend,Red,"Cedarville's estate-grown, Priorat-inspired blend of 45% Grenache, 30% Syrah and 25% Cabernet Sauvignon, is well made and inclined to age. It's still soft and oaky with a hint of leathery cassis and game. Imagine a Spanish fiesta for this food-friendly wine.",US,California,39,90
111482,111482,Castell 2009 Schloss Trocken Silvaner (Franken),Castell 2009 Schloss Trocken Silvaner (Franken),Castell,Silvaner,White,"Flinty and sweaty upfront, with even a hint of onion or garlic. Once past that, things smooth out, with a light to medium weight on the palate and some pleasant melon and citrus notes that linger on the finish.",Germany,Franken,24,85
111531,111531,Generation 7 2010 Muscat Blanc (Temecula),Generation 7 2010 Muscat Blanc (Temecula),Generation 7,Muscat Blanc,White,"All the proper Muscat aromas and flavors are represented here, sweet peach and honeysuckle mostly. This dessert wine is light in alcohol and nicely balanced in sweetness.",US,California,18,88
111565,111565,Palari 2011 Santa Nè Francisa (Sicilia),Palari 2011 Santa Nè Francisa (Sicilia),Palari,Francisa,Red,"Aromas of mature berry, fig, plum and a whiff of zabaglione waft out of the glass. The soft, velvety palate offers dried cherry, mint, carob, mocha and aniseed alongside polished, supple tannins. Drink through 2019.",Italy,Sicily & Sardinia,160,91
111573,111573,Ser 2012 Cabernet Pfeffer (Cienega Valley),Ser 2012 Cabernet Pfeffer (Cienega Valley),Ser,Cabernet Pfeffer,Red,"Working with one of the most obscure grapes in the Central Coast, Bonny Doon-trained Nicole Smith makes a good case for it in this bottling, showcasing aromas of fresh raspberry, white pepper and red cherries. The palate is neither boisterous nor weak, with flavors of root beer, cola, vanilla and cherries.",US,California,35,91
111577,111577,Korta Katarina 2006 Plavac Mali (Peljesac),Korta Katarina 2006 Plavac Mali (Peljesac),Korta Katarina,Plavac Mali,Red,"While bold and rich with a concentrated black fruit character, Korta Katarina's Plavac Mali is also wonderfully expressive with glimmers of rose petal, espresso and chocolate under a spray of raspberry perfume. Big, ripe tannins subside with aeration to a smooth, finely grained texture, finishing on a delicious black cherry and vanilla note.",Croatia,Peljesac,38,90
111593,111593,Itsas Mendi 2013 Hondarrabi Zuri (Bizkaiko Txakolina),Itsas Mendi 2013 Hondarrabi Zuri (Bizkaiko Txakolina),Itsas Mendi,Hondarrabi Zuri,White,"Stalky aromas of hay and citrus are just crisp enough. This feels flat except for a shot of bracing malic acidity, while flavors of arugula and lime are one part bitter and one part pithy. An added touch of bitterness rises up on an otherwise fresh and natural finish.",Spain,Northern Spain,20,85
111621,111621,Fazio 2013 A Vampa Nerello Mascalese (Terre Siciliane),Fazio 2013 A Vampa Nerello Mascalese (Terre Siciliane),Fazio,Nerello Mascalese,Red,"Simple and light-bodied, this informal wine offers raw, red berry flavors with just a dash of white pepper. Fleeting tannins provide a loose framework.",Italy,Sicily & Sardinia,17,85
111655,111655,Angove 2010 Warboys Vineyard Shiraz-Grenache (McLaren Vale),Angove 2010 Warboys Vineyard Shiraz-Grenache (McLaren Vale),Angove,Shiraz-Grenache,Red,"A 60-40 blend, this full-bodied, creamy textured, lush wine captures the sun of McLaren Vale without taking it too far. Vanilla, licorice and plum notes mark the nose, while the plummy flavors pick up mocha shadings before turning a bit fudge-like on the long, velvety finish. Drink now–2018.",Australia,South Australia,65,92
111665,111665,Kracher 2010 Zwischen den Seen Nummer 3 Trockenbeerenauslese Scheurebe (Burgenland),Kracher 2010 Zwischen den Seen Nummer 3 Trockenbeerenauslese Scheurebe (Burgenland),Kracher,Scheurebe,White,"There is a great balance between sweetness and acidity in this fine wine. Lemon, lime zest and a twist of orange give an intense freshness, while the honey and marmalade add richness and sweetness. It's a great wine for aging. Drink from 2017.",Austria,Burgenland,36,92
111666,111666,Marimar Estate 2012 Don Miguel Vineyard Estate Grown and Bottled Chardonnay-Albariño (Russian River Valley),Marimar Estate 2012 Don Miguel Vineyard Estate Grown and Bottled Chardonnay-Albariño (Russian River Valley),Marimar Estate,Chardonnay-Albariño,White,"There's quite a bit of new French oak used in this blend, adding complexity in the form of buttered toast notes. But the wine is really all about fruit—massive flavors of limes, Meyer lemons, apricots, oranges, pineapples, peaches and honey. While that sounds like a laundry list, if you pay attention you'll find each strand of the tapestry. At the same time, it's bone dry and balanced with acidity. Don't drink it too cold.",US,California,34,92
111676,111676,Semeli 2004 Grande Reserve Agiorgitiko (Nemea),Semeli 2004 Grande Reserve Agiorgitiko (Nemea),Semeli,Agiorgitiko,Red,"Smoke, cedar and plum aromas are followed by a focused palate of pepper and berry flavors. Poised and sophisticated, this wine is great for fans of drier style reds.",Greece,Nemea,22,89
111680,111680,Alpha Estate 2013 Axia Malagouzia Malagouzia (Florina),Alpha Estate 2013 Axia Malagouzia Malagouzia (Florina),Alpha Estate,Malagouzia,White,"Peach, pear and lemon on the nose start this cheerful white from Alpha Estate. On the palate, it offers some complexity of exotic fruit and with a vein of acidity. Soft overall in profile, this wine is easygoing and enjoyable.",Greece,Florina,18,89
111682,111682,Boutari 2013 Assyrtiko (Santorini),Boutari 2013 Assyrtiko (Santorini),Boutari,Assyrtiko,White,"Bright aromas of citrus and tropical fruit give this easygoing white an easy appeal. Balanced and fresh, it's an elegant wine that will pair well with grilled fish and salads.",Greece,Santorini,21,89
111684,111684,Laudet 2014 La Demoiselle de Laballe Gros Manseng (Côtes de Gascogne),Laudet 2014 La Demoiselle de Laballe Gros Manseng (Côtes de Gascogne),Laudet,Gros Manseng,White,"A hint of honey gives this wine richness while keeping every bit of freshness. It has tangy acidity, a mineral character and apricot and mango fruit flavors. Drink now, although the wine will be better from early 2016.",France,Southwest France,14,89
111697,111697,Santa Alba 2012 Family Collection Cabernet Sauvignon-Cabernet Franc (Curicó Valley),Santa Alba 2012 Family Collection Cabernet Sauvignon-Cabernet Franc (Curicó Valley),Santa Alba,Cabernet Sauvignon-Cabernet Franc,Red,"Dark, charred, lemony aromas of graphite, licorice and blackberry are horsey and baked. This blend of 85% Cab Sauv and 15% Cab Franc has an intense, blocky, pinching palate and heavy flavors of black fruits, resiny oak, spice and salt. A woody, tannic, raw feel to the finish creates a bumpy landing. Drink through 2021.",Chile,Curicó Valley,30,89
111721,111721,Tselepos 2015 Moschofilero (Mantinia),Tselepos 2015 Moschofilero (Mantinia),Tselepos,Moschofilero,White,"This elegant wine typifies Moschofilero's alluring nature, with an opulent nose redolent of rose, violet and citrus, and fresh and elegant flavors of melon and lemon.",Greece,Mantinia,17,91
111760,111760,Wines & Winemakers 2014 Dona Helena Colheita Castelão (Península de Setúbal),Wines & Winemakers 2014 Dona Helena Colheita Castelão (Península de Setúbal),Wines & Winemakers,Castelão,Red,"This is a rustic, barnyard-scented wine, with tannins and acidity but lacking fruit. Think of it as one to quaff without too much thought.",Portugal,Península de Setúbal,11,83
111770,111770,Lost Vineyards NV Malbec-Bonarda (Argentina),Lost Vineyards NV Malbec-Bonarda (Argentina),Lost Vineyards,Malbec-Bonarda,Red,"Sharp red-fruit aromas include notes of vinegar and asphalt. Angular and bumpy on the palate, this is tart and foxy tasting, with a sour, herbal finish.",Argentina,Other,8,82
111827,111827,Bodegas Valdemar 2012 Conde de Valdemar Viura (Rioja),Bodegas Valdemar 2012 Conde de Valdemar Viura (Rioja),Bodegas Valdemar,Viura,White,"Waxy apple and melon aromas are basic but fresh. A plump and melony mouthfeel offers enough acidity to lift up flavors of honeydew, papaya and green banana. A round, regular feeling finish is clean and cleansing.",Spain,Northern Spain,10,86
111954,111954,Lasalde Elkartea 2015 Txakoli Aitzalde Hondarrabi Zuri (Getariako Txakolina),Lasalde Elkartea 2015 Txakoli Aitzalde Hondarrabi Zuri (Getariako Txakolina),Lasalde Elkartea,Hondarrabi Zuri,White,"Grassy aromas and a whiff of celery lead to a snappy palate with fresh but tart lemon, gooseberry and white-currant flavors. A juicy fresh finish with citrus flavors is typical of well-executed Txakoli.",Spain,Northern Spain,18,88
111971,111971,Finca Las Moras 2006 Black Label Cabernet - Cabernet Cabernet Sauvignon-Cabernet Franc (San Juan),Finca Las Moras 2006 Black Label Cabernet - Cabernet Cabernet Sauvignon-Cabernet Franc (San Juan),Finca Las Moras,Cabernet Sauvignon-Cabernet Franc,Red,"The Cabernets here, if you hadn't already guessed, are Sauvignon and Franc. There's a distinct herbal element to the nose, creating a “green” aromatic sensation. Meanwhile, the palate is coarse and on the acidic side, with red-fruit flavors accented by tarragon and oregano. Spicy but hot on the finish.",Argentina,Other,18,84
111993,111993,Montalbera 2008 La Tradizione  (Ruché di Castagnole Monferrato),Montalbera 2008 La Tradizione  (Ruché di Castagnole Monferrato),Montalbera,Ruché,Red,"Made with the little-known Ruché grape that is believed to be native of the Asti area of Italy's Piedmont region, this bright and ruby-colored red wine offers floral and simple berry aromas. It shows freshness and structure, making it a good pairing partner to pasta or quiche lorraine.",Italy,Piedmont,22,87
112009,112009,Ceretto 2008 Blangé Arneis (Langhe),Ceretto 2008 Blangé Arneis (Langhe),Ceretto,Arneis,White,"Blangé is a supremely clean and pristine white wine to drink as an aperitivo or with fresh salads or seafood. There are bright fruit notes here of peach, pear and citrus but there's also a very attractive mineral tone that holds it all together. The wine is fresh, crisp and tonic throughout.",Italy,Piedmont,27,87
112022,112022,Quinta da Lapa NV Sparkling Brut Arinto (Tejo),Quinta da Lapa NV Sparkling Brut Arinto (Tejo),Quinta da Lapa,Arinto,White,"This is a fruity wine with pear and bitter-almond flavors. It is clean, fresh, and light in style, with acidity that complements the riper fruit character on the finish.",Portugal,Tejo,16,85
112037,112037,Coto de Hayas 2009 Roble Tempranillo-Cabernet Sauvignon (Campo de Borja),Coto de Hayas 2009 Roble Tempranillo-Cabernet Sauvignon (Campo de Borja),Coto de Hayas,Tempranillo-Cabernet Sauvignon,Red,"Spunky raspberry aromas give this Tempranillo-led blend a fresh bouquet. The palate is snappy, a little high in acidity, and plenty zippy, with plum and cherry flavors. Finishes with length and some scour. Nice for everyday drinking; best with basic foods.",Spain,Northern Spain,10,86
112053,112053,Stift Klosterneuburg 2014 Jungherrn Weissburgunder (Vienna),Stift Klosterneuburg 2014 Jungherrn Weissburgunder (Vienna),Stift Klosterneuburg,Weissburgunder,White,"Ripe green pear peel, soft hints of yellow plum and fresh grapefruit notes join for an appetizing opening. The palate is slender but concentrated and adds a yeasty, almost herbal touch. There is proper texture and mouthfeel, making this a wine to linger over. The finish echoes with lemony freshness.",Austria,Vienna,33,90
112084,112084,Longboard 2006 Sadie's Vineyard Carignan (Alexander Valley),Longboard 2006 Sadie's Vineyard Carignan (Alexander Valley),Longboard,Carignan,Red,"Not many people make a Carignan anymore, because the variety was condemned by critics as rustic. But this isn't a rustic wine. With sweetly ripened blackberry, mocha, toffee, black pepper and smoky new oak flavors wrapped into fine, classic tannins, it might almost be a young Syrah. Lovely now and for a couple years.",US,California,35,90
112094,112094,Sorrentino 2009 Versacrum Coda di Volpe (Lacryma Christi del Vesuvio),Sorrentino 2009 Versacrum Coda di Volpe (Lacryma Christi del Vesuvio),Sorrentino,Coda di Volpe,White,"This is a luminous, creamy expression of Coda di Volpe that delivers aromas of stone fruit, pineapple, apricot and yellow rose. The mouthfeel is short and compact, but it does show nice density while it lasts.",Italy,Southern Italy,18,85
112108,112108,Sorrentino 2008 Vulcano Piedirosso (Pompeiano),Sorrentino 2008 Vulcano Piedirosso (Pompeiano),Sorrentino,Piedirosso,Red,"Vulcano, in homage to the might Mt. Vesuvius, opens with tight aromas of cola, blackberry, licorice and root beer. The wine is compact and linear with some sharp, brambly elements due to high acidity and tannins.",Italy,Southern Italy,18,85
112109,112109,Sorrentino 2009 Versacrum Falanghina (Pompeiano),Sorrentino 2009 Versacrum Falanghina (Pompeiano),Sorrentino,Falanghina,White,"You can't beat the sense of history awarded by this tangy, crisp Falanghina. Fruit is farmed near the ancient city of Pompeii under the menacing shadow of Mt. Vesuvius. The result is a sharp, tonic wine with kiwi, lime and grapefruit aromas.",Italy,Southern Italy,15,85
112150,112150,Portal del Priorat 2014 Gotes del Priorat Grenache-Carignan (Priorat),Portal del Priorat 2014 Gotes del Priorat Grenache-Carignan (Priorat),Portal del Priorat,Grenache-Carignan,Red,"This dark-colored, extracted Priorat smells largely of oak and mint on top of lightly herbal, green-leaning plum and currant. The palate is wiry, with citric acidity that creates tartness to go with monotone red-fruit flavors. Rough, tough and crisp on the finish, with tomatoey acidity and hard tannins.",Spain,Catalonia,23,86
